"Dataset","taxonID","datasetID","parentNameUsageID","acceptedNameUsageID","originalNameUsageID","scientificName","scientificNameAuthorship","canonicalName","genericName","specificEpithet","infraspecificEpithet","taxonRank","nameAccordingTo","namePublishedIn","taxonomicStatus","nomenclaturalStatus","taxonRemarks","kingdom","phylum","class","order","family","genus","dupe_dataset"
"NEW",2130674,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431",NA,NA,"Oligonychus subtropicus Tseng, 1980","Tseng, 1980","Oligonychus subtropicus","Oligonychus","subtropicus",NA,"species",NA,"Tseng, Y.H. Mites associated with the conifers of Taiwan, (1) Tetranychoidea, with a checklist of the world. Journal of Entomology (Chung Hsien UNiversity), 15: 145-168. (1980).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",2130678,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431",NA,NA,"Oligonychus gratus Tseng, 1990","Tseng, 1990","Oligonychus gratus","Oligonychus","gratus",NA,"species",NA,"Tseng, Y.H. A monograph of the mite family Tetranychidae (Acarina : Tronbidiformes) from Taiwan. Taiwan Museum Special Publication Series, 9: 1-226. (1990).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",2130685,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431",NA,"2130687","Oligonychus bicolor (Banks, 1894)","(Banks, 1894)","Oligonychus bicolor","Oligonychus","bicolor",NA,"species",NA,"Banks, N. Some new american Acarina. Transactions of the American Entomological Society, 21: 209-222. (1894).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",2130688,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431",NA,NA,"Oligonychus propetes Pritchard & Baker, 1955","Pritchard & Baker, 1955","Oligonychus propetes","Oligonychus","propetes",NA,"species",NA,"Pritchard, A.E. and Baker, E.W. A revision of the spider mite family Tetranychidae. Memoirs Series, San Francisco, Pacific Coast Entomological Society, 2: 472 p. (1955).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",2130694,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431",NA,NA,"Oligonychus verduzcoi Estebanes & Baker, 1968","Estebanes & Baker, 1968","Oligonychus verduzcoi","Oligonychus","verduzcoi",NA,"species",NA,"Estebanes-Gonzalez, M.L. and Baker, E.W. Arañas rojas de Mexico (Acarina: Tetranychidae). Anales de la Escuela Nacional de Ciencias Biologicas, 15: 61-133. (1968).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",2130696,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431",NA,NA,"Oligonychus beeri Estebanes & Baker, 1968","Estebanes & Baker, 1968","Oligonychus beeri","Oligonychus","beeri",NA,"species",NA,"Estebanes-Gonzalez, M.L. and Baker, E.W. Arañas rojas de Mexico (Acarina: Tetranychidae). Anales de la Escuela Nacional de Ciencias Biologicas, 15: 61-133. (1968).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",2130698,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431",NA,"2130699","Oligonychus modestus (Banks, 1900)","(Banks, 1900)","Oligonychus modestus","Oligonychus","modestus",NA,"species",NA,"Banks, N. The red spiders of the United States (Tetranychus and Stigmaeus). U.S. Dep. Agric. Div. Entomol. Tech. Ser., 8: 65-77. (1900).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",2130701,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431","2130698",NA,"Oligonychus shinkajii Ehara, 1963","Ehara, 1963","Oligonychus shinkajii","Oligonychus","shinkajii",NA,"species",NA,"Ehara, S. A new mite of Oligonychus from rice, with notes on some Japanese spider mites. Japanese Journal of Applied Entomology & Zoology, 7: 228-231. (1963).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",2130704,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431",NA,NA,"Oligonychus pemphisi Gutierrez, 1970","Gutierrez, 1970","Oligonychus pemphisi","Oligonychus","pemphisi",NA,"species",NA,"Gutierrez, J. Tetranychidae nouveaux de Madagascar (Sixième note). Acarologia, 12: 714-731. (1970).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",2130709,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431",NA,NA,"Oligonychus plegas Baker & Pritchard, 1960","Baker & Pritchard, 1960","Oligonychus plegas","Oligonychus","plegas",NA,"species",NA,"Baker, E.W. and Pritchard, A.E. The tetranychoid mites of Africa. Hilgardia, 29: 455-574. (1960).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",2130710,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431",NA,"2130711","Oligonychus pritchardi (McGregor, 1950)","(McGregor, 1950)","Oligonychus pritchardi","Oligonychus","pritchardi",NA,"species",NA,"McGregor, E.A. Mites of the family Tetranychidae. American Midland Naturalist, 44: 257-420. (1950).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",2130716,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431",NA,NA,"Oligonychus vazquezae Estebanes & Baker, 1968","Estebanes & Baker, 1968","Oligonychus vazquezae","Oligonychus","vazquezae",NA,"species",NA,"Estebanes-Gonzalez, M.L. and Baker, E.W. Arañas rojas de Mexico (Acarina: Tetranychidae). Anales de la Escuela Nacional de Ciencias Biologicas, 15: 61-133. (1968).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",2130718,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431",NA,NA,"Oligonychus sayedi Zaher, Gomaa & El-Enany, 1982","Zaher, Gomaa & El-Enany, 1982","Oligonychus sayedi","Oligonychus","sayedi",NA,"species",NA,"Zaher, M.A., Gomaa, E.A. and El-Enany, M.A. Spider mites of Egypt (Acari: Tetranychidae). International Journal of Acarology, 8: 91-114. (1982).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",2130724,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431",NA,"2130725","Oligonychus mexicanus (McGregor & Ortega, 1953)","(McGregor & Ortega, 1953)","Oligonychus mexicanus","Oligonychus","mexicanus",NA,"species",NA,"McGregor, E.A. and Ortega, A.A. Una nueva arana roja de Mexico , Paratetranychus mexicanus sp. n. (Acarina, Tetranychidae). Foll. Tech. Secr. Agric. Ganad., 10: 1-7. (1953).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",2130726,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431",NA,"2130728","Oligonychus biharensis (Hirst, 1924)","(Hirst, 1924)","Oligonychus biharensis","Oligonychus","biharensis",NA,"species",NA,"Hirst, S. 4. Descriptions of new Acari, mainly parasitic on rodents. Proceedings of the Zoological Society of London, 49-69. (1924).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",2130730,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431",NA,NA,"Oligonychus peronis Pritchard & Baker, 1955","Pritchard & Baker, 1955","Oligonychus peronis","Oligonychus","peronis",NA,"species",NA,"Pritchard, A.E. and Baker, E.W. A revision of the spider mite family Tetranychidae. Memoirs Series, San Francisco, Pacific Coast Entomological Society, 2: 472 p. (1955).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",2130731,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431",NA,"2130732","Oligonychus gramineus (McGregor, 1950)","(McGregor, 1950)","Oligonychus gramineus","Oligonychus","gramineus",NA,"species",NA,"McGregor, E.A. Mites of the family Tetranychidae. American Midland Naturalist, 44: 257-420. (1950).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",2130733,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431",NA,NA,"Oligonychus uruma Ehara, 1966","Ehara, 1966","Oligonychus uruma","Oligonychus","uruma",NA,"species",NA,"Ehara, S. The tetranychoid mites of Okinawa Island (Acarina : Prostigmata). Journal of the Faculty of Sciences, Hokkaido University, Series VI, Zoology, 16: 1-22. (1966).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",2130735,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431",NA,NA,"Oligonychus araneum Davis, 1968","Davis, 1968","Oligonychus araneum","Oligonychus","araneum",NA,"species",NA,"Davis, J.J. Oligonychus araneum sp. n. and Oligonychus digitatus Davis (Acarina: Tetranychidae) as pests of grasses in eastern Australia. Journal of the Australian Entomological Society, 7: 123-126. (1968).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",2130738,"7ddf754f-d193-4cc9-b351-99906754a03b","2130431",NA,"2130739","Oligonychus mcgregori (Baker & Pritchard, 1953)","(Baker & Pritchard, 1953)","Oligonychus mcgregori","Oligonychus","mcgregori",NA,"species",NA,"Baker, E.W. and Pritchard, A.E. A Guide to the spider mites of cotton. Hilgardia, 22: 203-234. (1953).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Oligonychus","GBIF"
"NEW",2130787,"7ddf754f-d193-4cc9-b351-99906754a03b","2130786",NA,NA,"Raoiella neotericus Chaudhri & Akbar, 1985","Chaudhri & Akbar, 1985","Raoiella neotericus","Raoiella","neotericus",NA,"species",NA,"Chaudhri, W.M. & Akbar, S. Studies on the biosystematics and control of mites of field crops, vegetables and fruit plants in Pakistan. (PL 480 Programme of USA). University of Agriculture, Faisalabad, Pakistan), 314 pp. (1985).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tenuipalpidae","Raoiella","GBIF"
"NEW",2130793,"7ddf754f-d193-4cc9-b351-99906754a03b","2130786",NA,NA,"Raoiella camur Chaudhri & Akbar, 1985","Chaudhri & Akbar, 1985","Raoiella camur","Raoiella","camur",NA,"species",NA,"Chaudhri, W.M. & Akbar, S. Studies on the biosystematics and control of mites of field crops, vegetables and fruit plants in Pakistan. (PL 480 Programme of USA). University of Agriculture, Faisalabad, Pakistan), 314 pp. (1985).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tenuipalpidae","Raoiella","GBIF"
"NEW",2130798,"7ddf754f-d193-4cc9-b351-99906754a03b","2130786",NA,NA,"Raoiella empedos Chaudhri & Akbar, 1985","Chaudhri & Akbar, 1985","Raoiella empedos","Raoiella","empedos",NA,"species",NA,"Chaudhri, W.M. & Akbar, S. Studies on the biosystematics and control of mites of field crops, vegetables and fruit plants in Pakistan. (PL 480 Programme of USA). University of Agriculture, Faisalabad, Pakistan), 314 pp. (1985).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tenuipalpidae","Raoiella","GBIF"
"NEW",2130850,"7ddf754f-d193-4cc9-b351-99906754a03b","2130800",NA,NA,"Brevipalpus potentillae Baker & Tuttle, 1964","Baker & Tuttle, 1964","Brevipalpus potentillae","Brevipalpus","potentillae",NA,"species",NA,"Baker, E.W. & Tuttle, D.M. The false spider mite of Arizona (Acarina: Tenuipalpidae). Agricultural Experiment Station, University Arizona, Technical Bulletin, 163, 1–80. (1964).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tenuipalpidae","Brevipalpus","GBIF"
"NEW",2130859,"7ddf754f-d193-4cc9-b351-99906754a03b","2130800",NA,NA,"Brevipalpus portheo Chaudhri & Akbar, 1985","Chaudhri & Akbar, 1985","Brevipalpus portheo","Brevipalpus","portheo",NA,"species",NA,"Chaudhri, W.M. & Akbar, S. Studies on the biosystematics and control of mites of field crops, vegetables and fruit plants in Pakistan. (PL 480 Programme of USA). University of Agriculture, Faisalabad, Pakistan), 314 pp. (1985).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tenuipalpidae","Brevipalpus","GBIF"
"NEW",2130896,"7ddf754f-d193-4cc9-b351-99906754a03b","2130800",NA,NA,"Brevipalpus recki Livschitz & Mitrofanov, 1967","Livschitz & Mitrofanov, 1967","Brevipalpus recki","Brevipalpus","recki",NA,"species",NA,"Livshitz, I.Z. & Mitrofanov, V.I. Materials to the cognition of the Acariformes: Tenuipalpidaes fauna. Proceedings Nikitsky Botanic Garden, 39, 1–72. (1967).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tenuipalpidae","Brevipalpus","GBIF"
"NEW",2131044,"7ddf754f-d193-4cc9-b351-99906754a03b","2130800",NA,NA,"Brevipalpus hafizii Chaudri & Akbar, 1985","Chaudri & Akbar, 1985","Brevipalpus hafizii","Brevipalpus","hafizii",NA,"species",NA,"Chaudhri, W.M. & Akbar, S. Studies on the biosystematics and control of mites of field crops, vegetables and fruit plants in Pakistan. (PL 480 Programme of USA). University of Agriculture, Faisalabad, Pakistan), 314 pp. (1985).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tenuipalpidae","Brevipalpus","GBIF"
"NEW",2131052,"7ddf754f-d193-4cc9-b351-99906754a03b","2130800",NA,NA,"Brevipalpus juncus Chaudhri & Akbar, 1985","Chaudhri & Akbar, 1985","Brevipalpus juncus","Brevipalpus","juncus",NA,"species",NA,"Chaudhri, W.M. & Akbar, S. Studies on the biosystematics and control of mites of field crops, vegetables and fruit plants in Pakistan. (PL 480 Programme of USA). University of Agriculture, Faisalabad, Pakistan), 314 pp. (1985).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tenuipalpidae","Brevipalpus","GBIF"
"NEW",2131088,"7ddf754f-d193-4cc9-b351-99906754a03b","2130800",NA,NA,"Brevipalpus solidus Chaudhri & Akbar, 1985","Chaudhri & Akbar, 1985","Brevipalpus solidus","Brevipalpus","solidus",NA,"species",NA,"Chaudhri, W.M. & Akbar, S. Studies on the biosystematics and control of mites of field crops, vegetables and fruit plants in Pakistan. (PL 480 Programme of USA). University of Agriculture, Faisalabad, Pakistan), 314 pp. (1985).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tenuipalpidae","Brevipalpus","GBIF"
"NEW",2131147,"7ddf754f-d193-4cc9-b351-99906754a03b","2131127",NA,NA,"Aegyptobia meyerae Hatzinikolis & Panou, 1996","Hatzinikolis & Panou, 1996","Aegyptobia meyerae","Aegyptobia","meyerae",NA,"species",NA,"Hatzinikolis, E.N. & Panou, H.N. Aegyptobia meyerae sp. nov. of Tenuipalpidae (Acari: Tetranychoidea) from Greece. International Journal of Acarology, 22(3), 221–224. (1996).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tenuipalpidae","Aegyptobia","GBIF"
"NEW",2131206,"7ddf754f-d193-4cc9-b351-99906754a03b","2131127",NA,NA,"Aegyptobia semper Chaudhri & Akbar, 1985","Chaudhri & Akbar, 1985","Aegyptobia semper","Aegyptobia","semper",NA,"species",NA,"Chaudhri, W.M. & Akbar, S. Studies on the biosystematics and control of mites of field crops, vegetables and fruit plants in Pakistan. (PL 480 Programme of USA). University of Agriculture, Faisalabad, Pakistan), 314 pp. (1985).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tenuipalpidae","Aegyptobia","GBIF"
"NEW",2131304,"7ddf754f-d193-4cc9-b351-99906754a03b","2131259","2131302",NA,"Tenuipalpus geisenheyneri Rübsaamen, 1910","Rübsaamen, 1910","Tenuipalpus geisenheyneri","Tenuipalpus","geisenheyneri",NA,"species",NA,"Rübsaamen, E.W. Über deutsche Gallmücken und Gallen. Zoologischen Wiss InsektenBiologie, 6, 125–133. (1910).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tenuipalpidae","Cenopalpus","GBIF"
"NEW",2131389,"7ddf754f-d193-4cc9-b351-99906754a03b","2131330",NA,NA,"Tenuipalpus cedrelae De Leon, 1957","De Leon, 1957","Tenuipalpus cedrelae","Tenuipalpus","cedrelae",NA,"species",NA,"De Leon, D. The genus Tenuipalpus in Mexico (Acarina: Tenuipalpidae). Florida Entomologist, 40(3), 81–93. (1957).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tenuipalpidae","Tenuipalpus","GBIF"
"NEW",2131788,"2d59e5db-57ad-41ff-97d6-11f5fb264527","9390530",NA,NA,"Cheyletiella parasitivorax Mégnin, 1878","Mégnin, 1878","Cheyletiella parasitivorax","Cheyletiella","parasitivorax",NA,"species",NA,"Checklist of Norwegian ticks and mites (Acari). Fauna norv. Ser. B 26:31-45","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Cheyletidae","Cheyletiella","GBIF"
"NEW",2131822,"4b3e4a71-704a-485c-917c-20a89944ea37","9453028",NA,NA,"Demodex ovis Railliet, 1895","Railliet, 1895","Demodex ovis","Demodex","ovis",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Demodex ovis A.S.Hirst, 1919","Animalia","Arthropoda","Arachnida","Trombidiformes","Demodicidae","Demodex","GBIF"
"NEW",2131829,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","9453028",NA,NA,"Demodex cati Hirst, 1919","Hirst, 1919","Demodex cati","Demodex","cati",NA,"species",NA,"Checklist of Norwegian ticks and mites (Acari). Fauna norv. Ser. B 26:31-45","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Demodicidae","Demodex","GBIF"
"NEW",2181886,"de8934f4-a136-481c-a87a-b0b202b80a31","2181884",NA,"10013062","Psoroptes ovis (Viborg, 1813)","(Viborg, 1813)","Psoroptes ovis","Psoroptes","ovis",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Psoroptidae","Psoroptes","GBIF"
"NEW",2181887,"de8934f4-a136-481c-a87a-b0b202b80a31","2181884","2181886","10408220","Psoroptes equi (Raspail, 1834)","(Raspail, 1834)","Psoroptes equi","Psoroptes","equi",NA,"species",NA,NA,"heterotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Psoroptidae","Psoroptes","GBIF"
"NEW",2181900,"1ec61203-14fa-4fbd-8ee5-a4a80257b45a","2181899",NA,NA,"Sarcoptes scabiei (Degeer), 1778",", 1778 (Degeer)","Sarcoptes scabiei","Sarcoptes","scabiei",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Sarcoptes scabiei (Linnaeus, 1758)","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Sarcoptidae","Sarcoptes","GBIF"
"NEW",2185807,"7ddf754f-d193-4cc9-b351-99906754a03b","7534409","2185814","7516555","Amblyseius intermedius (Bernhard, 1963)","(Bernhard, 1963)","Amblyseius intermedius","Amblyseius","intermedius",NA,"species",NA,"Westerboer, I. & Bernhard, F. Die Familie Phytoseiidae Berlese 1916. In: Stammer, H. (Ed.), Beitrage zur Systematik und Okologie mitteleuropaischer Acarina. Band II, Mesostigmata I, Germany, pp. 451–791. (1963).","heterotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Amblyseius","GBIF"
"NEW",2185831,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","7534409",NA,"4548399","Amblyseius denticulosus (Bernhard, 1963)","(Bernhard, 1963)","Amblyseius denticulosus","Amblyseius","denticulosus",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Amblyseius denticulosus (Hirschmann, 1962)","Animalia","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Amblyseius","GBIF"
"NEW",2186088,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","7534409",NA,"4548398","Amblyseius varius (Westerboer, 1963)","(Westerboer, 1963)","Amblyseius varius","Amblyseius","varius",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Amblyseius varius (Hirschmann, 1962)","Animalia","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Amblyseius","GBIF"
"NEW",2186108,"0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6","7534409",NA,NA,"Amblyseius neolargoensis Van der Merwe, 1965","Van der Merwe, 1965","Amblyseius neolargoensis","Amblyseius","neolargoensis",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Amblyseius","GBIF"
"NEW",2186602,"7ddf754f-d193-4cc9-b351-99906754a03b","2186588","2186782",NA,"Typhlodromus richteri (Kuznetsov, 1984)","(Kuznetsov, 1984)","Typhlodromus richteri","Typhlodromus","richteri",NA,"species",NA,"Kuznetsov, N.N. New species of predacious mites of the family Phytoseiidae (Parasitiformes) in the USSR [in Russian]. Entomologicheskoe Obozrenie, Russia 63(2), 384–397. (1984).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Typhlodromus","GBIF"
"NEW",2188056,"418e1faf-5c03-4c3b-915c-02be8670fc50","9137255",NA,NA,"Typhlodromips mangleae DeLeon","DeLeon","Typhlodromips mangleae","Typhlodromips","mangleae",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Typhlodromips mangleae De Leon, 1967","Animalia","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Typhlodromips","GBIF"
"NEW",2194718,"7ddf754f-d193-4cc9-b351-99906754a03b","2194522",NA,NA,"Phthiracarus baloghi Feider & Suciu, 1957","Feider & Suciu, 1957","Phthiracarus baloghi","Phthiracarus","baloghi",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Phthiracarus","GBIF"
"NEW",4539798,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2128047","4539797",NA,"Balaustium longipes Willmann, 1951","Willmann, 1951","Balaustium longipes","Balaustium","longipes",NA,"species",NA,NA,"homotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Erythraeidae","Abrolophus","GBIF"
"NEW",4539846,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2128047","4539845",NA,"Balaustium insulare Willmann, 1952","Willmann, 1952","Balaustium insulare","Balaustium","insulare",NA,"species",NA,NA,"homotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Erythraeidae","Abrolophus","GBIF"
"NEW",4542296,"a6c6cead-b5ce-4a4e-8cf5-1542ba708dec","8971665",NA,NA,"Cocceupodes paradoxus Weis-Fogh, 1948","Weis-Fogh, 1948","Cocceupodes paradoxus","Cocceupodes","paradoxus",NA,"species",NA,"The terrestrial and freshwater invertebrate fauna of Svalbard (and Jan Mayen)","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eupodidae","Cocceupodes","GBIF"
"NEW",4542307,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","4542339","8494870",NA,"Micrereunetes brevipes Berlese, 1923","Berlese, 1923","Micrereunetes brevipes","Micrereunetes","brevipes",NA,"species",NA,NA,"proparte synonym",NA,"Originally found in sources as proparte synonym of Eupodes brevipes (Berlese, 1923)","Animalia","Arthropoda","Arachnida","Trombidiformes","Eupodidae","Protereunetes","GBIF"
"NEW",4543421,"de8934f4-a136-481c-a87a-b0b202b80a31","2128481","2128482",NA,"Phytoptus vitis H.A.Pagenstecher, 1859","H.A.Pagenstecher, 1859","Phytoptus vitis","Phytoptus","vitis",NA,"species",NA,NA,"homotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Colomerus","GBIF"
"NEW",4543729,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","4407176",NA,NA,"Platyphytoptus taxodii Petanovic, 2001","Petanovic, 2001","Platyphytoptus taxodii","Platyphytoptus","taxodii",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Platyphytoptus","GBIF"
"NEW",4543771,"de8934f4-a136-481c-a87a-b0b202b80a31","2128523","4543770",NA,"Phytoptus padi Nalepa, 1890","Nalepa, 1890","Phytoptus padi","Phytoptus","padi",NA,"species",NA,NA,"heterotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Phyllocoptes","GBIF"
"NEW",4543900,"de8934f4-a136-481c-a87a-b0b202b80a31","2128528","2128536",NA,"Phyllocoptes lycopersici Tryon, 1917","Tryon, 1917","Phyllocoptes lycopersici","Phyllocoptes","lycopersici",NA,"species",NA,NA,"homotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aculops","GBIF"
"NEW",4544201,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2128579",NA,NA,"Tetra populi Petanovic, 2001","Petanovic, 2001","Tetra populi","Tetra","populi",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Tetra","GBIF"
"NEW",4544240,"a6c6cead-b5ce-4a4e-8cf5-1542ba708dec","2128555",NA,"6913459","Acalitus rudis (Nalepa, 1902)","(Nalepa, 1902)","Acalitus rudis","Acalitus","rudis",NA,"species",NA,"Checklist of Norwegian ticks and mites (Acari). Fauna norv. Ser. B 26:31-45","doubtful",NA,"Possible variant of Acalitus rudis (G.Canestrini, 1890)","Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Acalitus","GBIF"
"NEW",4544437,"de8934f4-a136-481c-a87a-b0b202b80a31","2128489","6912613",NA,"Phytoptus ulmi H.Garman, 1883","H.Garman, 1883","Phytoptus ulmi","Phytoptus","ulmi",NA,"species",NA,NA,"homotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","GBIF"
"NEW",4544453,"0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6","2128489","2128492",NA,"Phytoptus genistae Nalepa, 1892","Nalepa, 1892","Phytoptus genistae","Phytoptus","genistae",NA,"species",NA,NA,"homotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","GBIF"
"NEW",4544512,"de8934f4-a136-481c-a87a-b0b202b80a31","2128489","4544510",NA,"Phytoptus fraxini Karpelles, 1884","Karpelles, 1884","Phytoptus fraxini","Phytoptus","fraxini",NA,"species",NA,NA,"heterotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","GBIF"
"NEW",4544712,"0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6","2128489","4544708",NA,"Phytoptus nalepai Fockeu, 1890","Fockeu, 1890","Phytoptus nalepai","Phytoptus","nalepai",NA,"species",NA,NA,"homotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","GBIF"
