"Dataset","taxonID","datasetID","parentNameUsageID","acceptedNameUsageID","originalNameUsageID","scientificName","scientificNameAuthorship","canonicalName","genericName","specificEpithet","infraspecificEpithet","taxonRank","nameAccordingTo","namePublishedIn","taxonomicStatus","nomenclaturalStatus","taxonRemarks","kingdom","phylum","class","order","family","genus","dupe_dataset"
"NEW",2128976,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia lippiae Baker & Tuttle, 1994","Baker & Tuttle, 1994","Petrobia lippiae","Petrobia","lippiae",NA,"species",NA,"Baker, E.W. and Tuttle, D.M. A guide to the spider mites (Tetranychidae) of the United States. West Bloomfield, USA, Indira Publishing House: 347 p. (1994).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128978,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia lupini McGregor, 1950","McGregor, 1950","Petrobia lupini","Petrobia","lupini",NA,"species",NA,"McGregor, E.A. Mites of the family Tetranychidae. American Midland Naturalist, 44: 257-420. (1950).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128980,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia moutiai Baker & Pritchard, 1960","Baker & Pritchard, 1960","Petrobia moutiai","Petrobia","moutiai",NA,"species",NA,"Baker, E.W. and Pritchard, A.E. The tetranychoid mites of Africa. Hilgardia, 29: 455-574. (1960).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128981,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,"2128982","Petrobia uncata (Flechtmann & Moraes, 1991)","(Flechtmann & Moraes, 1991)","Petrobia uncata","Petrobia","uncata",NA,"species",NA,"Flechtmann, C.H.W. and Moraes, G.J.d. Two new species of spider mites (Acari: Tetranychidae) from Brazil, with remarks on the pseudanal setae in the Bryobiinae. International Journal of Acarology, 17: 181-185. (1991).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128984,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia dzhulfaensis Bagdasarian, 1960","Bagdasarian, 1960","Petrobia dzhulfaensis","Petrobia","dzhulfaensis",NA,"species",NA,"Bagdasarian, A.T. Contribution to the fauna of Acari, Tetranychoidea in Nakhichevan, SSR (Acarina, Tetranychoidea). Izvestiya Akademii Nauk Azerbaidzhanskoi SSR, Biologicheskikh Nauk, 5: 89-96. (1960).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128986,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia pseudotetranychina Auger & Flechtmann, 2009","Auger & Flechtmann, 2009","Petrobia pseudotetranychina","Petrobia","pseudotetranychina",NA,"species",NA,"Auger, P., Chaaban, S.B., Grissa, K.L., Khoualdia, O. and Flechtmann, C.H.W. Five new species of Tetranychidae (Acarina, Prostigmata) from south Tunisian oasis areas. Zootaxa, 2232, 29-49. (2009).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128987,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia donnalucatensis Vacante, 1983","Vacante, 1983","Petrobia donnalucatensis","Petrobia","donnalucatensis",NA,"species",NA,"Vacante, V. Prima raccolta di Acari Tetranichidi in Sicilia. Phytophaga, 1: 41-114. (1983).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128989,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia californica Baker & Tuttle, 1994","Baker & Tuttle, 1994","Petrobia californica","Petrobia","californica",NA,"species",NA,"Baker, E.W. and Tuttle, D.M. A guide to the spider mites (Tetranychidae) of the United States. West Bloomfield, USA, Indira Publishing House: 347 p. (1994).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2128991,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,"2128998","Petrobia harti (Ewing, 1909)","(Ewing, 1909)","Petrobia harti","Petrobia","harti",NA,"species",NA,"Ewing, H.E. A new species of Acarina. Transactions of the American Entomological Society, 35: 401-415. (1909).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2129000,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia lycopersici Zaher, Gomaa & El-Enany, 1982","Zaher, Gomaa & El-Enany, 1982","Petrobia lycopersici","Petrobia","lycopersici",NA,"species",NA,"Zaher, M.A., Gomaa, E.A. and El-Enany, M.A. Spider mites of Egypt (Acari: Tetranychidae). International Journal of Acarology, 8: 91-114. (1982).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2129001,"7ddf754f-d193-4cc9-b351-99906754a03b","2130420",NA,NA,"Petrobia xinjiangensis Tan & Wang, 1992","Tan & Wang, 1992","Petrobia xinjiangensis","Petrobia","xinjiangensis",NA,"species",NA,"Tan, R.C. and Wang, D.S. A new species of Petrobia (Acarina: Tetranychidae) from Xinjiang. Entomotaxonomia, 14: 282-284. (1992).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Petrobia","GBIF"
"NEW",2129073,"7ddf754f-d193-4cc9-b351-99906754a03b","2129109",NA,NA,"Aplonobia deina Pritchard & Baker, 1955","Pritchard & Baker, 1955","Aplonobia deina","Aplonobia","deina",NA,"species",NA,"Pritchard, A.E. and Baker, E.W. A revision of the spider mite family Tetranychidae. Memoirs Series, San Francisco, Pacific Coast Entomological Society, 2: 472 p. (1955).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Aplonobia","GBIF"
"NEW",2129079,"7ddf754f-d193-4cc9-b351-99906754a03b","2129109",NA,"2129080","Aplonobia histricina (Berlese, 1910)","(Berlese, 1910)","Aplonobia histricina","Aplonobia","histricina",NA,"species",NA,"Berlese, A. Lista di nuove specie e nuove generi di acari. Redia, 6: 242-271. (1910).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Aplonobia","GBIF"
"NEW",2129091,"7ddf754f-d193-4cc9-b351-99906754a03b","2129109",NA,NA,"Aplonobia anisa Pritchard & Baker, 1955","Pritchard & Baker, 1955","Aplonobia anisa","Aplonobia","anisa",NA,"species",NA,"Pritchard, A.E. and Baker, E.W. A revision of the spider mite family Tetranychidae. Memoirs Series, San Francisco, Pacific Coast Entomological Society, 2: 472 p. (1955).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Aplonobia","GBIF"
"OLD",9720141,"0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6","2181174","6926150",NA,"Atractides similis (K.H.Viets, 1939)","(K.H.Viets, 1939)","Atractides similis","Atractides","similis",NA,"species",NA,NA,"homotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Torrenticolidae","Torrenticola","GBIF"
"OLD",8260402,"6cfd67d6-4f9b-400b-8549-1933ac27936f","2187949","2187957",NA,"Typhlodromus quercicolus De Leon, 1959","De Leon, 1959","Typhlodromus quercicolus","Typhlodromus","quercicolus",NA,"species",NA,NA,"homotypicSynonym",NA,"Originally found in sources as accepted taxon within Typhlodromus Scheuten, 1857","Animalia","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Aristadromips","GBIF"
"OLD",8946515,"6cfd67d6-4f9b-400b-8549-1933ac27936f","2193416",NA,NA,"Galumna imperfecta Banks, 1906","Banks, 1906","Galumna imperfecta","Galumna","imperfecta",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Galumna imperfecta Hammer, 1972","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Galumnidae","Galumna","GBIF"
"OLD",10669392,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","2188288","10597572",NA,"Hyletastes missouriensis Ewing, 1909","Ewing, 1909","Hyletastes missouriensis","Hyletastes","missouriensis",NA,"species",NA,NA,"proparte synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Laelapidae","Gymnolaelaps","GBIF"
"OLD",8936525,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","2192636","5174884",NA,"Nothrus scabrus Koch, 1879","Koch, 1879","Nothrus scabrus","Nothrus","scabrus",NA,"species",NA,NA,"proparte synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Hermanniidae","Hermannia","GBIF"
"OLD",8453569,"56eebc91-bbc7-4564-a0f7-901e5e31480e","2192088",NA,NA,"Hermanniella serrata Feider & Suciu, 1958","Feider & Suciu, 1958","Hermanniella serrata","Hermanniella","serrata",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Hermanniella serrata Sitnikova, 1973","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Hermanniellidae","Hermanniella","GBIF"
"OLD",8498827,"56eebc91-bbc7-4564-a0f7-901e5e31480e","3253500",NA,NA,"Heterochthonius caucasicus Sitnikova, 1975","Sitnikova, 1975","Heterochthonius caucasicus","Heterochthonius","caucasicus",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Heterochthonius caucasicus Krivolutsky, 1977","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Heterochthoniidae","Heterochthonius","GBIF"
"OLD",10662811,"7ddf754f-d193-4cc9-b351-99906754a03b","2180869","4337999",NA,"Porohalacarus caecus Husmann & Teschner, 1970","Husmann & Teschner, 1970","Porohalacarus caecus","Porohalacarus","caecus",NA,"species",NA,"Husmann, S., Teschner D., 1970. Ökologie, Morphologie und Verbreitungsgeschichte subterraner Wassermilben (Limnohalacaridae) aus Schweden. Arch. Hydrobiol. 67, 242-267.","proparte synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Halacaridae","Lobohalacarus","GBIF"
"OLD",8799936,"6cfd67d6-4f9b-400b-8549-1933ac27936f","2180698",NA,NA,"Limnesia reptans Hobkins & C.L.","Hobkins & C.L.","Limnesia reptans","Limnesia","reptans",NA,"species",NA,NA,"accepted",NA,"Possible variant of Limnesia reptans Hopkins, 1966","Animalia","Arthropoda","Arachnida","Trombidiformes","Limnesiidae","Limnesia","GBIF"
"OLD",10669393,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","4406135","4548724",NA,"Cyrtolaelaps kochi Trägårdh, 1910","Trägårdh, 1910","Cyrtolaelaps kochi","Cyrtolaelaps","kochi",NA,"species",NA,NA,"proparte synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Veigaiidae","Veigaia","GBIF"
"OLD",9645168,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","4405107","4548595",NA,"Ameroseius ornata Postner, 1951","Postner, 1951","Ameroseius ornata","Ameroseius","ornata",NA,"species",NA,NA,"proparte synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Melicharidae","Melichares","GBIF"
"OLD",4548596,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","4405107","4548595",NA,"Ameroseius ornata Postner, 1951","Postner, 1951","Ameroseius ornata","Ameroseius","ornata",NA,"species",NA,NA,"proparte synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Melicharidae","Melichares","GBIF"
"OLD",10669777,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2188508","4546254",NA,"Pseudotritia intermedius Feider & Suciu, 1958","Feider & Suciu, 1958","Pseudotritia intermedius","Pseudotritia","intermedius",NA,"species",NA,NA,"proparte synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Euphthiracaridae","Euphthiracarus","GBIF"
"OLD",4546255,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2188508","4546254",NA,"Pseudotritia intermedius Feider & Suciu, 1958","Feider & Suciu, 1958","Pseudotritia intermedius","Pseudotritia","intermedius",NA,"species",NA,NA,"proparte synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Euphthiracaridae","Euphthiracarus","GBIF"
"OLD",7671270,"4a4060a7-8f5b-4754-8579-180b5d1b697c","2194436","2194458",NA,"Atropacarus cucullatus Ewing, 1909","Ewing, 1909","Atropacarus cucullatus","Atropacarus","cucullatus",NA,"species",NA,NA,"homotypicSynonym",NA,"Originally found in sources as accepted taxon within Atropacarus Ewing, 1917","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophorella","GBIF"
"OLD",9233141,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","4406095","4547107",NA,"Phthiracarus globus Parry, 1979","Parry, 1979","Phthiracarus globus","Phthiracarus","globus",NA,"species",NA,NA,"proparte synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Archiphthiracarus","GBIF"
"OLD",4337528,"2d59e5db-57ad-41ff-97d6-11f5fb264527","4337525","4337527",NA,"Copidognathus magnipalpus serratisetus Viets, 1928","Viets, 1928","Copidognathus magnipalpus serratisetus","Copidognathus","magnipalpus","serratisetus","subspecies",NA,"Viets, K. (1928). Wassermilben aus dem Schwarzen Meer, dem Kaspischen Meer und dem Aral-See. <em>Abh.  naturw.  Ver.  Bremen.</em> 27: 47-80.","proparte synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Halacaridae","Copidognathus","GBIF"
"OLD",8706684,"56eebc91-bbc7-4564-a0f7-901e5e31480e","2195349",NA,NA,"Plateremaeus mirabilis Krivolutsky, 1971","Krivolutsky, 1971","Plateremaeus mirabilis","Plateremaeus","mirabilis",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Plateremaeidae","Plateremaeus","GBIF"
"OLD",8609939,"56eebc91-bbc7-4564-a0f7-901e5e31480e","2199024",NA,NA,"Mesoplophora pectinata Michael, 1885","Michael, 1885","Mesoplophora pectinata","Mesoplophora","pectinata",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Mesoplophora pectinata Mahunka, 1979","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Mesoplophoridae","Mesoplophora","GBIF"
"OLD",8245301,"6cfd67d6-4f9b-400b-8549-1933ac27936f","4336760",NA,NA,"Lasioseius levis Oudemans, 1906","Oudemans, 1906","Lasioseius levis","Lasioseius","levis",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Lasioseius levis A.Berlese, 1916","Animalia","Arthropoda","Arachnida","Mesostigmata","Ascidae","Lasioseius","GBIF"
"OLD",9082072,"6cfd67d6-4f9b-400b-8549-1933ac27936f","2195175",NA,NA,"Oribatella serrata Beck","Beck","Oribatella serrata","Oribatella","serrata",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Oribatella serrata Balogh & Mahunka, 1969","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oribatellidae","Oribatella","GBIF"
"OLD",9066638,"6cfd67d6-4f9b-400b-8549-1933ac27936f","2188216",NA,NA,"Uropoda obscura C.L.Koch","C.L.Koch","Uropoda obscura","Uropoda","obscura",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Uropodidae","Uropoda","GBIF"
"OLD",8541863,"56eebc91-bbc7-4564-a0f7-901e5e31480e","2198637",NA,NA,"Ceratozetes minutissimus Berlese, 1904","Berlese, 1904","Ceratozetes minutissimus","Ceratozetes","minutissimus",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Ceratozetes minutissimus Willmann, 1951","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Ceratozetidae","Ceratozetes","GBIF"
"OLD",10669776,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","4547815","4547818",NA,"Proctophyllodes bureschi Vassilev, 1958","Vassilev, 1958","Proctophyllodes bureschi","Proctophyllodes","bureschi",NA,"species",NA,NA,"proparte synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Proctophyllodidae","Alaudicola","GBIF"
"OLD",8347589,"4a4060a7-8f5b-4754-8579-180b5d1b697c","2194436","2194515",NA,"Atropacarus vitrinus Berlese, 1913","Berlese, 1913","Atropacarus vitrinus","Atropacarus","vitrinus",NA,"species",NA,NA,"homotypicSynonym",NA,"Originally found in sources as accepted taxon within Atropacarus Ewing, 1917","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophorella","GBIF"
"OLD",2180941,"6cfd67d6-4f9b-400b-8549-1933ac27936f","2180900",NA,NA,"Piona uncata (Thorell)","(Thorell)","Piona uncata","Piona","uncata",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Piona uncata (Koenike, 1888)","Animalia","Arthropoda","Arachnida","Trombidiformes","Pionidae","Piona","GBIF"
"OLD",4547108,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2194522","2194625",NA,"Phthiracarus globus Parry, 1979","Parry, 1979","Phthiracarus globus","Phthiracarus","globus",NA,"species",NA,NA,"proparte synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Phthiracarus","GBIF"
"OLD",9933646,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","4661076","6890401",NA,"Lasioseius berlesei Westerboer, 1963","Westerboer, 1963","Lasioseius berlesei","Lasioseius","berlesei",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Melicharidae","Orthadenella","GBIF"
"OLD",9736597,"6cfd67d6-4f9b-400b-8549-1933ac27936f","2188668",NA,NA,"Oribotritia banksi (Oudmans)","(Oudmans)","Oribotritia banksi","Oribotritia","banksi",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Oribotritia banksi (Oudemans, 1916)","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oribotritiidae","Oribotritia","GBIF"
"OLD",4549550,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2188216","4549549",NA,"Discopoma pulcherrima Berlese, 1903","Berlese, 1903","Discopoma pulcherrima","Discopoma","pulcherrima",NA,"species",NA,NA,"proparte synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Uropodidae","Uropoda","GBIF"
"OLD",9645170,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2188216","4549549",NA,"Discopoma pulcherrima Berlese, 1903","Berlese, 1903","Discopoma pulcherrima","Discopoma","pulcherrima",NA,"species",NA,NA,"proparte synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Uropodidae","Uropoda","GBIF"
"OLD",9196985,"0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6","7534409",NA,NA,"Amblyseius neolargoensis Merwe, 1965","Merwe, 1965","Amblyseius neolargoensis","Amblyseius","neolargoensis",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Phytoseiidae","Amblyseius","GBIF"
"OLD",8661266,"56eebc91-bbc7-4564-a0f7-901e5e31480e","5174595",NA,NA,"Brachychthonius berlesei Michael, 1898","Michael, 1898","Brachychthonius berlesei","Brachychthonius","berlesei",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Brachychthonius berlesei Willmann, 1928","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Brachychthoniidae","Brachychthonius","GBIF"
"OLD",10669394,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","4406521","4548761",NA,"Liponyssus pipistrelli Oudemans, 1903","Oudemans, 1903","Liponyssus pipistrelli","Liponyssus","pipistrelli",NA,"species",NA,NA,"proparte synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Macronyssidae","Macronyssus","GBIF"
"OLD",2181203,"7ddf754f-d193-4cc9-b351-99906754a03b","2181202",NA,NA,"Hydryphantes ruber De Geer, 1778","De Geer, 1778","Hydryphantes ruber","Hydryphantes","ruber",NA,"species",NA,"Checklist of Norwegian ticks and mites (Acari). Fauna norv. Ser. B 26:31-45","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Hydryphantidae","Hydryphantes","GBIF"
"OLD",7410834,"3d3f15fc-fbd2-434a-8d89-ccb08b8cda2c","4668093",NA,NA,"Lagenobates lagenulus Weigmann & Miko, 2003","Weigmann & Miko, 2003","Lagenobates lagenulus","Lagenobates","lagenulus",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Haplozetidae","Lagenobates","GBIF"
"OLD",9367139,"6cfd67d6-4f9b-400b-8549-1933ac27936f","2188508",NA,NA,"Euphthiracarus reticulatus Märkel","Märkel","Euphthiracarus reticulatus","Euphthiracarus","reticulatus",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Euphthiracarus reticulatus Niedbala, 2004","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Euphthiracaridae","Euphthiracarus","GBIF"
"OLD",9183257,"6cfd67d6-4f9b-400b-8549-1933ac27936f","2196179",NA,NA,"Belba minuta Banks, 1895","Banks, 1895","Belba minuta","Belba","minuta",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Belba minuta Bulanova-Zachvatkina, 1962","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Damaeidae","Belba","GBIF"
"OLD",9611931,"56eebc91-bbc7-4564-a0f7-901e5e31480e","2188508",NA,NA,"Euphthiracarus reticulatus Berlese, 1913","Berlese, 1913","Euphthiracarus reticulatus","Euphthiracarus","reticulatus",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Euphthiracarus reticulatus Niedbala, 2004","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Euphthiracaridae","Euphthiracarus","GBIF"
"OLD",5175062,"7ddf754f-d193-4cc9-b351-99906754a03b","3253771",NA,NA,"Notophthiracarus tripartitus Niedbala, 1989","Niedbala, 1989","Notophthiracarus tripartitus","Notophthiracarus","tripartitus",NA,"species",NA,"Niedbala, Wojciech. 1989. Phthiracaroidea (Acari, Oribatida) nouveaux du royaume australien. Annales zoologici 43(2): 19-50.","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Notophthiracarus","GBIF"
