"source","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","subclass","superorder","order","suborder","infraorder","hyporder","superfamily","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","canonicalName"
"UMZM",5718,NA,NA,NA,NA,NA,NA,NA,"Syringophilinae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,NA,NA,NA,NA,"subfamily",NA,NA,NA,NA,NA,NA,NA,"Syringophilinae"
"UMZM",5719,NA,NA,NA,NA,NA,NA,NA,"Apodisyringiana",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Apodisyringiana",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Apodisyringiana"
"UMZM",5723,NA,NA,NA,NA,NA,NA,NA,"Apodisyringophilus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Apodisyringophilus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Apodisyringophilus"
"UMZM",5725,NA,NA,NA,NA,NA,NA,NA,"Ascetomylla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Ascetomylla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Ascetomylla"
"UMZM",5728,NA,NA,NA,NA,NA,NA,NA,"Aulobia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Aulobia",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Aulobia"
"UMZM",5740,NA,NA,NA,NA,NA,NA,NA,"Aulonastus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Aulonastus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Aulonastus"
"UMZM",5758,NA,NA,NA,NA,NA,NA,NA,"Betasyringophiloidus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Betasyringophiloidus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Betasyringophiloidus"
"UMZM",5764,NA,NA,NA,NA,NA,NA,NA,"Blaszakia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Blaszakia",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Blaszakia"
"UMZM",5767,NA,NA,NA,NA,NA,NA,NA,"Bochkovia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Bochkovia",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Bochkovia"
"UMZM",5769,NA,NA,NA,NA,NA,NA,NA,"Bubophilus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Bubophilus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Bubophilus"
"UMZM",5774,NA,NA,NA,NA,NA,NA,NA,"Castosyringophilus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Castosyringophilus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Castosyringophilus"
"UMZM",5779,NA,NA,NA,NA,NA,NA,NA,"Charadriphilus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Charadriphilus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Charadriphilus"
"UMZM",5785,NA,NA,NA,NA,NA,NA,NA,"Chenophila",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Chenophila",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Chenophila"
"UMZM",5791,NA,NA,NA,NA,NA,NA,NA,"Colinophilus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Colinophilus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Colinophilus"
"UMZM",5793,NA,NA,NA,NA,NA,NA,NA,"Colisyringophilus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Colisyringophilus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Colisyringophilus"
"UMZM",5795,NA,NA,NA,NA,NA,NA,NA,"Corvitorotroglus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Corvitorotroglus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Corvitorotroglus"
"UMZM",5797,NA,NA,NA,NA,NA,NA,NA,"Creagonycha",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Creagonycha",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Creagonycha"
"UMZM",5801,NA,NA,NA,NA,NA,NA,NA,"Crotophagisyringophilus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Crotophagisyringophilus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Crotophagisyringophilus"
"UMZM",5803,NA,NA,NA,NA,NA,NA,NA,"Cuculisyringophilus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Cuculisyringophilus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Cuculisyringophilus"
"UMZM",5806,NA,NA,NA,NA,NA,NA,NA,"Fritschisyringophilus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Fritschisyringophilus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Fritschisyringophilus"
"UMZM",5808,NA,NA,NA,NA,NA,NA,NA,"Galliphilopsis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Galliphilopsis",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Galliphilopsis"
"UMZM",5814,NA,NA,NA,NA,NA,NA,NA,"Ixobrychiphilus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Ixobrychiphilus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Ixobrychiphilus"
"UMZM",5816,NA,NA,NA,NA,NA,NA,NA,"Kalamotrypetes",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Kalamotrypetes",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Kalamotrypetes"
"UMZM",5819,NA,NA,NA,NA,NA,NA,NA,"Kethleyana",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Kethleyana",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Kethleyana"
"UMZM",5821,NA,NA,NA,NA,NA,NA,NA,"Krantziaulonastus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Krantziaulonastus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Krantziaulonastus"
"UMZM",5832,NA,NA,NA,NA,NA,NA,NA,"Megasyringophilus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Megasyringophilus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Megasyringophilus"
"UMZM",5839,NA,NA,NA,NA,NA,NA,NA,"Meitingsunes",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Meitingsunes",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Meitingsunes"
"UMZM",5847,NA,NA,NA,NA,NA,NA,NA,"Mironovia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Mironovia",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Mironovia"
"UMZM",5853,NA,NA,NA,NA,NA,NA,NA,"Neoaulobia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Neoaulobia",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Neoaulobia"
"UMZM",5862,NA,NA,NA,NA,NA,NA,NA,"Neoaulonastus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Neoaulonastus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Neoaulonastus"
"UMZM",5881,NA,NA,NA,NA,NA,NA,NA,"Neobubophilus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Neobubophilus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Neobubophilus"
"UMZM",5884,NA,NA,NA,NA,NA,NA,NA,"Neoperisterophila",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Neoperisterophila",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Neoperisterophila"
"UMZM",5886,NA,NA,NA,NA,NA,NA,NA,"Neosyringophilopsis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Neosyringophilopsis",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Neosyringophilopsis"
"UMZM",5895,NA,NA,NA,NA,NA,NA,NA,"Niglarobia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Niglarobia",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Niglarobia"
"UMZM",5902,NA,NA,NA,NA,NA,NA,NA,"Paraniglarobia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Paraniglarobia",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Paraniglarobia"
"UMZM",5905,NA,NA,NA,NA,NA,NA,NA,"Peristerophila",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Peristerophila",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Peristerophila"
"UMZM",5912,NA,NA,NA,NA,NA,NA,NA,"Phalarophilus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Phalarophilus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Phalarophilus"
"UMZM",5914,NA,NA,NA,NA,NA,NA,NA,"Philoxanthornea",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Philoxanthornea",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Philoxanthornea"
"UMZM",5918,NA,NA,NA,NA,NA,NA,NA,"Picineoaulonastus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Picineoaulonastus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Picineoaulonastus"
"UMZM",5920,NA,NA,NA,NA,NA,NA,NA,"Picisyringophilus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Picisyringophilus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Picisyringophilus"
"UMZM",5922,NA,NA,NA,NA,NA,NA,NA,"Procellariisyringophilus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Procellariisyringophilus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Procellariisyringophilus"
"UMZM",5924,NA,NA,NA,NA,NA,NA,NA,"Psittaciphilus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Psittaciphilus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Psittaciphilus"
"UMZM",5929,NA,NA,NA,NA,NA,NA,NA,"Pteroclidisyringophilus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Pteroclidisyringophilus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Pteroclidisyringophilus"
"UMZM",5932,NA,NA,NA,NA,NA,NA,NA,"Selenonycha",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Selenonycha",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Selenonycha"
"UMZM",5936,NA,NA,NA,NA,NA,NA,NA,"Stibarokris",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Stibarokris",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Stibarokris"
"UMZM",5948,NA,NA,NA,NA,NA,NA,NA,"Syringophiloidus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Syringophiloidus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Syringophiloidus"
"UMZM",5996,NA,NA,NA,NA,NA,NA,NA,"Syringophilopsis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Syringophilopsis",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Syringophilopsis"
"UMZM",6046,NA,NA,NA,NA,NA,NA,NA,"Syringophilus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Syringophilus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Syringophilus"
"UMZM",6049,NA,NA,NA,NA,NA,NA,NA,"Terratosyringophilus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Terratosyringophilus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Terratosyringophilus"
"UMZM",6055,NA,NA,NA,NA,NA,NA,NA,"Tinamiphilopsis",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Tinamiphilopsis",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Tinamiphilopsis"
"UMZM",6058,NA,NA,NA,NA,NA,NA,NA,"Torotrogla",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Torotrogla",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Torotrogla"
"UMZM",6079,NA,NA,NA,NA,NA,NA,NA,"Trypetoptila",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cheyletoidea","Syringophilidae","Syringophilinae",NA,NA,"Trypetoptila",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Trypetoptila"
"UMZM",6081,NA,NA,NA,NA,NA,NA,NA,"Cloacarinae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cloacaroidea","Cloacaridae","Cloacarinae",NA,NA,NA,NA,NA,NA,"subfamily",NA,NA,NA,NA,NA,NA,NA,"Cloacarinae"
"UMZM",6082,NA,NA,NA,NA,NA,NA,NA,"Caminacarus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cloacaroidea","Cloacaridae","Cloacarinae",NA,NA,"Caminacarus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Caminacarus"
"UMZM",6092,NA,NA,NA,NA,NA,NA,NA,"Chelonacarus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cloacaroidea","Cloacaridae","Cloacarinae",NA,NA,"Chelonacarus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Chelonacarus"
"UMZM",6094,NA,NA,NA,NA,NA,NA,NA,"Cloacarus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cloacaroidea","Cloacaridae","Cloacarinae",NA,NA,"Cloacarus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Cloacarus"
"UMZM",6097,NA,NA,NA,NA,NA,NA,NA,"Emyduracarus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cloacaroidea","Cloacaridae","Cloacarinae",NA,NA,"Emyduracarus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Emyduracarus"
"UMZM",6099,NA,NA,NA,NA,NA,NA,NA,"Theodoracarus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cloacaroidea","Cloacaridae","Cloacarinae",NA,NA,"Theodoracarus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Theodoracarus"
"UMZM",6101,NA,NA,NA,NA,NA,NA,NA,"Pneumophaginae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cloacaroidea","Cloacaridae","Pneumophaginae",NA,NA,NA,NA,NA,NA,"subfamily",NA,NA,NA,NA,NA,NA,NA,"Pneumophaginae"
"UMZM",6102,NA,NA,NA,NA,NA,NA,NA,"Pneumophagus",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cloacaroidea","Cloacaridae","Pneumophaginae",NA,NA,"Pneumophagus",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Pneumophagus"
"UMZM",6104,NA,NA,NA,NA,NA,NA,NA,"Epimyodex",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Cloacaroidea","Epimyodicidae",NA,NA,NA,"Epimyodex",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Epimyodex"
"UMZM",6109,NA,NA,NA,NA,NA,NA,NA,"Myobioidea",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Myobioidea",NA,NA,NA,NA,NA,NA,NA,NA,"superfamily",NA,NA,NA,NA,NA,NA,NA,"Myobioidea"
"UMZM",6110,NA,NA,NA,NA,NA,NA,NA,"Myobiidae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Myobioidea","Myobiidae",NA,NA,NA,NA,NA,NA,NA,"family",NA,NA,NA,NA,NA,NA,NA,"Myobiidae"
"UMZM",6111,NA,NA,NA,NA,NA,NA,NA,"Archemyobiinae",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Myobioidea","Myobiidae","Archemyobiinae",NA,NA,NA,NA,NA,NA,"subfamily",NA,NA,NA,NA,NA,NA,NA,"Archemyobiinae"
"UMZM",6112,NA,NA,NA,NA,NA,NA,NA,"Archemyobia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Myobioidea","Myobiidae","Archemyobiinae",NA,NA,"Archemyobia",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,"Archemyobia"
"UMZM",6113,NA,NA,NA,NA,NA,NA,NA,"Archemyobia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Myobioidea","Myobiidae","Archemyobiinae",NA,NA,"Archemyobia","Archemyobia",NA,NA,"subgenus",NA,NA,NA,NA,NA,NA,NA,"Archemyobia"
"UMZM",6116,NA,NA,NA,NA,NA,NA,NA,"Nearchemyobia",NA,NA,NA,NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Eleutherengona","Raphignathina","Myobioidea","Myobiidae","Archemyobiinae",NA,NA,"Archemyobia","Nearchemyobia",NA,NA,"subgenus",NA,NA,NA,NA,NA,NA,NA,"Nearchemyobia"
