"Dataset","taxonID","datasetID","parentNameUsageID","acceptedNameUsageID","originalNameUsageID","scientificName","scientificNameAuthorship","canonicalName","genericName","specificEpithet","infraspecificEpithet","taxonRank","nameAccordingTo","namePublishedIn","nomenclaturalStatus","taxonRemarks","kingdom","phylum","class","order","family","genus"
"OLD",8709315,"7ddf754f-d193-4cc9-b351-99906754a03b","2183844","2183608",NA,"Rhipicephalus ecinctus Neumann, 1908","Neumann, 1908","Rhipicephalus ecinctus","Rhipicephalus","ecinctus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus"
"OLD",10662832,"7ddf754f-d193-4cc9-b351-99906754a03b","2184370","2183465",NA,"Ixodes albipictus Packard, 1869","Packard, 1869","Ixodes albipictus","Ixodes","albipictus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Dermacentor"
"OLD",10662831,"7ddf754f-d193-4cc9-b351-99906754a03b","2183877","2183892",NA,"Aponomma hydrosauri Neumann, 1899","Neumann, 1899","Aponomma hydrosauri","Aponomma","hydrosauri",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Bothriocroton"
"OLD",10669776,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","4547815","4547818",NA,"Proctophyllodes bureschi Vassilev, 1958","Vassilev, 1958","Proctophyllodes bureschi","Proctophyllodes","bureschi",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Proctophyllodidae","Alaudicola"
"OLD",4547108,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2194522","2194625",NA,"Phthiracarus globus Parry, 1979","Parry, 1979","Phthiracarus globus","Phthiracarus","globus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Phthiracarus"
"OLD",2184068,"7ddf754f-d193-4cc9-b351-99906754a03b","7967293","2184111",NA,"Amblyomma hassalli Marx & Neumann, 1899","Marx & Neumann, 1899","Amblyomma hassalli","Amblyomma","hassalli",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma"
"OLD",8225061,"7ddf754f-d193-4cc9-b351-99906754a03b","8326529","5174288",NA,"Ixodes brunneus Neumann, 1911","Neumann, 1911","Ixodes brunneus","Ixodes","brunneus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes"
"OLD",4549550,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2188216","4549549",NA,"Discopoma pulcherrima Berlese, 1903","Berlese, 1903","Discopoma pulcherrima","Discopoma","pulcherrima",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Uropodidae","Uropoda"
"OLD",9645170,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2188216","4549549",NA,"Discopoma pulcherrima Berlese, 1903","Berlese, 1903","Discopoma pulcherrima","Discopoma","pulcherrima",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Uropodidae","Uropoda"
"OLD",8430433,"7ddf754f-d193-4cc9-b351-99906754a03b","8326529","5174242",NA,"Ixodes californicus Banks, 1908","Banks, 1908","Ixodes californicus","Ixodes","californicus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes"
"OLD",2184641,"7ddf754f-d193-4cc9-b351-99906754a03b","2184412","2184640",NA,"Ornithodoros aragaoi Fonseca, 1960","Fonseca, 1960","Ornithodoros aragaoi","Ornithodoros","aragaoi",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Argasidae","Carios"
"OLD",10662836,"7ddf754f-d193-4cc9-b351-99906754a03b","2184412","2184429",NA,"Ornithodoros capensis Clifford, Kohls & Sonenshine, 1964","Clifford, Kohls & Sonenshine, 1964","Ornithodoros capensis","Ornithodoros","capensis",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Argasidae","Carios"
"OLD",10669394,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","4406521","4548761",NA,"Liponyssus pipistrelli Oudemans, 1903","Oudemans, 1903","Liponyssus pipistrelli","Liponyssus","pipistrelli",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Mesostigmata","Macronyssidae","Macronyssus"
"OLD",7648746,"7ddf754f-d193-4cc9-b351-99906754a03b","2184982","2184962",NA,"Argas reflexus Teng, 1978","Teng, 1978","Argas reflexus","Argas","reflexus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Argasidae","Argas"
"OLD",2183243,"7ddf754f-d193-4cc9-b351-99906754a03b","2184365","2183239",NA,"Haemaphysalis leporis Neumann, 1897","Neumann, 1897","Haemaphysalis leporis","Haemaphysalis","leporis",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis"
"OLD",8430440,"7ddf754f-d193-4cc9-b351-99906754a03b","2184365","2183239",NA,"Haemaphysalis proxima Aragão, 1909","Aragão, 1909","Haemaphysalis proxima","Haemaphysalis","proxima",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis"
"OLD",8709312,"7ddf754f-d193-4cc9-b351-99906754a03b","2183844","2183731",NA,"Rhipicephalus pravus Santos Dias, 1955","Santos Dias, 1955","Rhipicephalus pravus","Rhipicephalus","pravus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus"
"OLD",2183971,"7ddf754f-d193-4cc9-b351-99906754a03b","7967293","2183967",NA,"Amblyomma devium Neumann, 1899","Neumann, 1899","Amblyomma devium","Amblyomma","devium",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma"
"OLD",8430434,"7ddf754f-d193-4cc9-b351-99906754a03b","8326529","5174079",NA,"Ixodes frontalis Neumann, 1911","Neumann, 1911","Ixodes frontalis","Ixodes","frontalis",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes"
"OLD",10248867,"7ddf754f-d193-4cc9-b351-99906754a03b","2183844","2183841",NA,"Rhipicephalus simus simus","Neumann, 1911","Rhipicephalus simus simus","Rhipicephalus","simus","simus","subspecies",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus"
"OLD",10662824,"7ddf754f-d193-4cc9-b351-99906754a03b","8326529","5174312",NA,"Ixodes ugandanus djaronensis Neumann, 1911","Neumann, 1911","Ixodes ugandanus djaronensis","Ixodes","ugandanus","djaronensis","subspecies",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes"
"OLD",8709322,"7ddf754f-d193-4cc9-b351-99906754a03b","8326529","2182405",NA,"Ixodes autumnalis Schulze, 1941","Schulze, 1941","Ixodes autumnalis","Ixodes","autumnalis",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes"
"OLD",10669395,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","4406479","9503315",NA,"Pteronyssus subtruncatus Trouessart, 1885","Trouessart, 1885","Pteronyssus subtruncatus","Pteronyssus","subtruncatus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Pteronyssidae","Sturnotrogus"
"OLD",7759101,"7ddf754f-d193-4cc9-b351-99906754a03b","2183844","2183596",NA,"Rhipicephalus sanguineus Rageau, 1951","Rageau, 1951","Rhipicephalus sanguineus","Rhipicephalus","sanguineus",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus"
"OLD",10612351,"7ddf754f-d193-4cc9-b351-99906754a03b","7967293","2184224",NA,"Amblyomma cyprium cyprium","Schulze, 1932","Amblyomma cyprium cyprium","Amblyomma","cyprium","cyprium","subspecies",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma"
"OLD",8709333,"7ddf754f-d193-4cc9-b351-99906754a03b","7967293","2184065",NA,"Amblyomma serpentinum Schulze, 1936","Schulze, 1936","Amblyomma serpentinum","Amblyomma","serpentinum",NA,"species",NA,NA,NA,NA,"Animalia","Arthropoda","Arachnida","Ixodida","Ixodidae","Amblyomma"
